"Protein.Id","Protein.Name","Gene","Entrez_ID","Ensembl_ID","Pathway_ID","Pathway_Name","Enrichment_Score"
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04062","Chemokine signaling pathway",0.024400871459695
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04724","Glutamatergic synapse",0.0148148148148148
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04713","Circadian entrainment",0.0117647058823529
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04270","Vascular smooth muscle contraction",0.016557734204793
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04925","Aldosterone synthesis and secretion",0.0123456790123457
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04725","Cholinergic synapse",0.0139433551198257
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04015","Rap1 signaling pathway",0.0273057371096587
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04921","Oxytocin signaling pathway",0.0196078431372549
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04928","Parathyroid hormone synthesis, secretion and action",0.0142338416848221
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04114","Oocyte meiosis",0.0158315177923021
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu05032","Morphine addiction",0.0119099491648511
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04915","Estrogen signaling pathway",0.0172839506172839
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04540","Gap junction",0.011038489469862
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04611","Platelet activation",0.0159767610748003
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04912","GnRH signaling pathway",0.0111837327523602
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu05414","Dilated cardiomyopathy",0.0129266521423384
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04022","cGMP-PKG signaling pathway",0.020479302832244
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04911","Insulin secretion",0.0103122730573711
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04923","Regulation of lipolysis in adipocytes",0.00711692084241104
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04261","Adrenergic signaling in cardiomyocytes",0.0194625998547567
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04727","GABAergic synapse",0.0114742193173566
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04971","Gastric acid secretion",0.00958605664488017
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu01522","Endocrine resistance",0.0124909222948439
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04926","Relaxin signaling pathway",0.0164124909222948
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04213","Longevity regulating pathway - multiple species",0.00769789397240378
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04714","Thermogenesis",0.0307915758896151
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04916","Melanogenesis",0.0129266521423384
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04750","Inflammatory mediator regulation of TRP channels",0.0153957879448076
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04020","Calcium signaling pathway",0.0320987654320988
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04072","Phospholipase D signaling pathway",0.0193173565722585
"P51829","ADCY7_MOUSE","Adcy7",11513,"ENSMUSG00000031659","mmu04211","Longevity regulating pathway",0.0108932461873638
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu05032","Morphine addiction",0.0119099491648511
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04925","Aldosterone synthesis and secretion",0.0123456790123457
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu05207","Chemical carcinogenesis - receptor activation",0.0258533042846768
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04912","GnRH signaling pathway",0.0111837327523602
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04971","Gastric acid secretion",0.00958605664488017
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04916","Melanogenesis",0.0129266521423384
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04022","cGMP-PKG signaling pathway",0.020479302832244
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04921","Oxytocin signaling pathway",0.0196078431372549
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04727","GABAergic synapse",0.0114742193173566
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04750","Inflammatory mediator regulation of TRP channels",0.0153957879448076
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04723","Retrograde endocannabinoid signaling",0.0194625998547567
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04914","Progesterone-mediated oocyte maturation",0.0116194625998548
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04720","Long-term potentiation",0.0084241103848947
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04928","Parathyroid hormone synthesis, secretion and action",0.0142338416848221
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04213","Longevity regulating pathway - multiple species",0.00769789397240378
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu05414","Dilated cardiomyopathy",0.0129266521423384
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04270","Vascular smooth muscle contraction",0.016557734204793
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04024","cAMP signaling pathway",0.0286129266521423
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04724","Glutamatergic synapse",0.0148148148148148
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04020","Calcium signaling pathway",0.0320987654320988
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04742","Taste transduction",0.0111837327523602
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04261","Adrenergic signaling in cardiomyocytes",0.0194625998547567
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04072","Phospholipase D signaling pathway",0.0193173565722585
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04923","Regulation of lipolysis in adipocytes",0.00711692084241104
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04926","Relaxin signaling pathway",0.0164124909222948
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04934","Cushing syndrome",0.0206245461147422
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04062","Chemokine signaling pathway",0.024400871459695
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04911","Insulin secretion",0.0103122730573711
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04714","Thermogenesis",0.0307915758896151
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04725","Cholinergic synapse",0.0139433551198257
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu00230","Purine metabolism",0.0172839506172839
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu01522","Endocrine resistance",0.0124909222948439
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04915","Estrogen signaling pathway",0.0172839506172839
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04081","Hormone signaling",0.0280319535221496
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04211","Longevity regulating pathway",0.0108932461873638
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04611","Platelet activation",0.0159767610748003
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04935","Growth hormone synthesis, secretion and action",0.0145243282498184
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04540","Gap junction",0.011038489469862
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04015","Rap1 signaling pathway",0.0273057371096587
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04114","Oocyte meiosis",0.0158315177923021
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04713","Circadian entrainment",0.0117647058823529
"P97490","ADCY8_MOUSE","Adcy8",11514,"ENSMUSG00000022376","mmu04371","Apelin signaling pathway",0.0175744371822803
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04020","Calcium signaling pathway",0.0320987654320988
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04062","Chemokine signaling pathway",0.024400871459695
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04022","cGMP-PKG signaling pathway",0.020479302832244
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04081","Hormone signaling",0.0280319535221496
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04713","Circadian entrainment",0.0117647058823529
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04916","Melanogenesis",0.0129266521423384
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04935","Growth hormone synthesis, secretion and action",0.0145243282498184
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu05207","Chemical carcinogenesis - receptor activation",0.0258533042846768
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04934","Cushing syndrome",0.0206245461147422
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04914","Progesterone-mediated oocyte maturation",0.0116194625998548
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu00230","Purine metabolism",0.0172839506172839
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04921","Oxytocin signaling pathway",0.0196078431372549
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04725","Cholinergic synapse",0.0139433551198257
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04015","Rap1 signaling pathway",0.0273057371096587
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04962","Vasopressin-regulated water reabsorption",0.00566448801742919
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04915","Estrogen signaling pathway",0.0172839506172839
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu05032","Morphine addiction",0.0119099491648511
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04926","Relaxin signaling pathway",0.0164124909222948
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04024","cAMP signaling pathway",0.0286129266521423
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04371","Apelin signaling pathway",0.0175744371822803
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04925","Aldosterone synthesis and secretion",0.0123456790123457
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04961","Endocrine and other factor-regulated calcium reabsorption",0.00784313725490196
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04270","Vascular smooth muscle contraction",0.016557734204793
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04261","Adrenergic signaling in cardiomyocytes",0.0194625998547567
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04072","Phospholipase D signaling pathway",0.0193173565722585
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04724","Glutamatergic synapse",0.0148148148148148
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04213","Longevity regulating pathway - multiple species",0.00769789397240378
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04611","Platelet activation",0.0159767610748003
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04971","Gastric acid secretion",0.00958605664488017
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04923","Regulation of lipolysis in adipocytes",0.00711692084241104
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu01522","Endocrine resistance",0.0124909222948439
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04211","Longevity regulating pathway",0.0108932461873638
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04114","Oocyte meiosis",0.0158315177923021
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04727","GABAergic synapse",0.0114742193173566
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04928","Parathyroid hormone synthesis, secretion and action",0.0142338416848221
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04540","Gap junction",0.011038489469862
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04750","Inflammatory mediator regulation of TRP channels",0.0153957879448076
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04912","GnRH signaling pathway",0.0111837327523602
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu05414","Dilated cardiomyopathy",0.0129266521423384
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04723","Retrograde endocannabinoid signaling",0.0194625998547567
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04911","Insulin secretion",0.0103122730573711
"P51830","ADCY9_MOUSE","Adcy9",11515,"ENSMUSG00000005580","mmu04714","Thermogenesis",0.0307915758896151
"O70176","PACA_MOUSE","Adcyap1",11516,"ENSMUSG00000024256","mmu04024","cAMP signaling pathway",0.0286129266521423
"O70176","PACA_MOUSE","Adcyap1",11516,"ENSMUSG00000024256","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"O70176","PACA_MOUSE","Adcyap1",11516,"ENSMUSG00000024256","mmu04713","Circadian entrainment",0.0117647058823529
"O70176","PACA_MOUSE","Adcyap1",11516,"ENSMUSG00000024256","mmu04911","Insulin secretion",0.0103122730573711
"P70205","PACR_MOUSE","Adcyap1r1",11517,"ENSMUSG00000029778","mmu04024","cAMP signaling pathway",0.0286129266521423
"P70205","PACR_MOUSE","Adcyap1r1",11517,"ENSMUSG00000029778","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"P70205","PACR_MOUSE","Adcyap1r1",11517,"ENSMUSG00000029778","mmu04911","Insulin secretion",0.0103122730573711
"P70205","PACR_MOUSE","Adcyap1r1",11517,"ENSMUSG00000029778","mmu04713","Circadian entrainment",0.0117647058823529
"Q9QYC0","ADDA_MOUSE","Add1",11518,"ENSMUSG00000029106",NA,NA,NA
"Q9QYB8","ADDB_MOUSE","Add2",11519,"ENSMUSG00000030000",NA,NA,NA
"P43883","PLIN2_MOUSE","Plin2",11520,"ENSMUSG00000028494","mmu03320","PPAR signaling pathway",0.0111837327523602
"P00329","ADH1_MOUSE","Adh1",11522,"ENSMUSG00000074207","mmu00071","Fatty acid degradation",0.0065359477124183
"P00329","ADH1_MOUSE","Adh1",11522,"ENSMUSG00000074207","mmu00010","Glycolysis / Gluconeogenesis",0.00856935366739288
"P00329","ADH1_MOUSE","Adh1",11522,"ENSMUSG00000074207","mmu00350","Tyrosine metabolism",0.00508351488743646
"P00329","ADH1_MOUSE","Adh1",11522,"ENSMUSG00000074207","mmu04936","Alcoholic liver disease",0.0180101670297749
"P00329","ADH1_MOUSE","Adh1",11522,"ENSMUSG00000074207","mmu00620","Pyruvate metabolism",0.00566448801742919
"Q64437","ADH7_MOUSE","Adh7",11529,"ENSMUSG00000055301","mmu00350","Tyrosine metabolism",0.00508351488743646
"Q64437","ADH7_MOUSE","Adh7",11529,"ENSMUSG00000055301","mmu00010","Glycolysis / Gluconeogenesis",0.00856935366739288
"Q64437","ADH7_MOUSE","Adh7",11529,"ENSMUSG00000055301","mmu00620","Pyruvate metabolism",0.00566448801742919
"Q64437","ADH7_MOUSE","Adh7",11529,"ENSMUSG00000055301","mmu04936","Alcoholic liver disease",0.0180101670297749
"Q64437","ADH7_MOUSE","Adh7",11529,"ENSMUSG00000055301","mmu00071","Fatty acid degradation",0.0065359477124183
"P28474","ADHX_MOUSE","Adh5",11532,"ENSMUSG00000028138","mmu00010","Glycolysis / Gluconeogenesis",0.00856935366739288
"P28474","ADHX_MOUSE","Adh5",11532,"ENSMUSG00000028138","mmu04936","Alcoholic liver disease",0.0180101670297749
"P28474","ADHX_MOUSE","Adh5",11532,"ENSMUSG00000028138","mmu01200","Carbon metabolism",0.0152505446623094
"P28474","ADHX_MOUSE","Adh5",11532,"ENSMUSG00000028138","mmu00071","Fatty acid degradation",0.0065359477124183
"P28474","ADHX_MOUSE","Adh5",11532,"ENSMUSG00000028138","mmu00620","Pyruvate metabolism",0.00566448801742919
"P28474","ADHX_MOUSE","Adh5",11532,"ENSMUSG00000028138","mmu00350","Tyrosine metabolism",0.00508351488743646
"P55264","ADK_MOUSE","Adk",11534,"ENSMUSG00000039197","mmu00230","Purine metabolism",0.0172839506172839
"P55264","ADK_MOUSE","Adk",11534,"ENSMUSG00000039197","mmu01232","Nucleotide metabolism",0.0108932461873638
"P97297","ADML_MOUSE","Adm",11535,"ENSMUSG00000030790","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"P97297","ADML_MOUSE","Adm",11535,"ENSMUSG00000030790","mmu04270","Vascular smooth muscle contraction",0.016557734204793
"P03953","CFAD_MOUSE","Cfd",11537,"ENSMUSG00000061780","mmu04610","Complement and coagulation cascades",0.011038489469862
"Q9Z103","ADNP_MOUSE","Adnp",11538,"ENSMUSG00000051149",NA,NA,NA
"Q60612","AA1R_MOUSE","Adora1",11539,"ENSMUSG00000042429","mmu04022","cGMP-PKG signaling pathway",0.020479302832244
"Q60612","AA1R_MOUSE","Adora1",11539,"ENSMUSG00000042429","mmu05032","Morphine addiction",0.0119099491648511
"Q60612","AA1R_MOUSE","Adora1",11539,"ENSMUSG00000042429","mmu04071","Sphingolipid signaling pathway",0.0159767610748003
"Q60612","AA1R_MOUSE","Adora1",11539,"ENSMUSG00000042429","mmu04923","Regulation of lipolysis in adipocytes",0.00711692084241104
"Q60612","AA1R_MOUSE","Adora1",11539,"ENSMUSG00000042429","mmu04024","cAMP signaling pathway",0.0286129266521423
"Q60612","AA1R_MOUSE","Adora1",11539,"ENSMUSG00000042429","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"Q60613","AA2AR_MOUSE","Adora2a",11540,"ENSMUSG00000020178","mmu04024","cAMP signaling pathway",0.0286129266521423
"Q60613","AA2AR_MOUSE","Adora2a",11540,"ENSMUSG00000020178","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"Q60613","AA2AR_MOUSE","Adora2a",11540,"ENSMUSG00000020178","mmu05034","Alcoholism",0.0249818445896877
"Q60613","AA2AR_MOUSE","Adora2a",11540,"ENSMUSG00000020178","mmu05012","Parkinson disease",0.0367465504720407
"Q60613","AA2AR_MOUSE","Adora2a",11540,"ENSMUSG00000020178","mmu04015","Rap1 signaling pathway",0.0273057371096587
"Q60613","AA2AR_MOUSE","Adora2a",11540,"ENSMUSG00000020178","mmu04020","Calcium signaling pathway",0.0320987654320988
"Q60613","AA2AR_MOUSE","Adora2a",11540,"ENSMUSG00000020178","mmu04270","Vascular smooth muscle contraction",0.016557734204793
"Q60614","AA2BR_MOUSE","Adora2b",11541,"ENSMUSG00000018500","mmu04020","Calcium signaling pathway",0.0320987654320988
"Q60614","AA2BR_MOUSE","Adora2b",11541,"ENSMUSG00000018500","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"Q60614","AA2BR_MOUSE","Adora2b",11541,"ENSMUSG00000018500","mmu04015","Rap1 signaling pathway",0.0273057371096587
"Q60614","AA2BR_MOUSE","Adora2b",11541,"ENSMUSG00000018500","mmu05034","Alcoholism",0.0249818445896877
"Q60614","AA2BR_MOUSE","Adora2b",11541,"ENSMUSG00000018500","mmu04270","Vascular smooth muscle contraction",0.016557734204793
"P54923","ADPRH_MOUSE","Adprh",11544,"ENSMUSG00000002844",NA,NA,NA
"O88554","PARP2_MOUSE","Parp2",11546,"ENSMUSG00000036023","mmu04210","Apoptosis",0.0178649237472767
"P97718","ADA1A_MOUSE","Adra1a",11549,"ENSMUSG00000045875","mmu04081","Hormone signaling",0.0280319535221496
"P97718","ADA1A_MOUSE","Adra1a",11549,"ENSMUSG00000045875","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"P97718","ADA1A_MOUSE","Adra1a",11549,"ENSMUSG00000045875","mmu04270","Vascular smooth muscle contraction",0.016557734204793
"P97718","ADA1A_MOUSE","Adra1a",11549,"ENSMUSG00000045875","mmu04261","Adrenergic signaling in cardiomyocytes",0.0194625998547567
"P97718","ADA1A_MOUSE","Adra1a",11549,"ENSMUSG00000045875","mmu04022","cGMP-PKG signaling pathway",0.020479302832244
"P97718","ADA1A_MOUSE","Adra1a",11549,"ENSMUSG00000045875","mmu04152","AMPK signaling pathway",0.0159767610748003
"P97718","ADA1A_MOUSE","Adra1a",11549,"ENSMUSG00000045875","mmu04020","Calcium signaling pathway",0.0320987654320988
